income,federal,AK,FL,NV,NH,SD,TN,TX,WA,WY,ND,PA,IN,OH,LA,MI,AZ,CO,OK,IL,UT,MS,NYC,AL,KY,MA,MO,AR,MD,KS,NM,VA,RI,GA,ID,WV,DE,CT,NY,MT,NE,SC,WI,ME,NJ,VT,IA,DC,MN,OR,HI,CA
10000.00,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011000,0.030700,0.032300,0.000000,0.018500,0.042500,0.025900,0.045500,0.028650,0.049500,0.049500,0.020000,0.049900,0.043500,0.050000,0.050000,0.035124,0.033650,0.042250,0.031000,0.023750,0.037000,0.037500,0.040250,0.037771,0.030000,0.026100,0.030000,0.040750,0.023000,0.031488,0.024370,0.035400,0.058000,0.014000,0.033500,0.022122,0.040000,0.053500,0.061800,0.040000,0.010675
20000.00,0.109725,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011000,0.030700,0.032300,0.000000,0.024688,0.042500,0.025900,0.045500,0.038075,0.049500,0.049500,0.035000,0.049900,0.046750,0.050000,0.050000,0.044562,0.044325,0.044875,0.036375,0.035025,0.044625,0.037500,0.048875,0.048885,0.035000,0.037050,0.040000,0.047817,0.038950,0.033294,0.042755,0.039418,0.058000,0.014000,0.033500,0.034974,0.050000,0.053500,0.074650,0.053280,0.015337
30000.00,0.113150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011000,0.030700,0.032300,0.004608,0.028125,0.042500,0.026448,0.045500,0.041217,0.049500,0.049500,0.040000,0.049900,0.047833,0.050000,0.050000,0.047708,0.047883,0.045750,0.041750,0.039683,0.048917,0.037500,0.051750,0.052590,0.037500,0.042617,0.043333,0.051378,0.048467,0.038601,0.051837,0.042749,0.060217,0.015167,0.033500,0.042507,0.053333,0.054428,0.078933,0.060320,0.022154
40000.00,0.114863,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011000,0.030700,0.032300,0.010369,0.029844,0.042500,0.028186,0.045500,0.042787,0.049500,0.049500,0.042500,0.049900,0.048375,0.050000,0.050000,0.049281,0.049663,0.046188,0.045562,0.042013,0.051062,0.037500,0.053188,0.054443,0.039375,0.045837,0.045000,0.053159,0.053225,0.044596,0.056378,0.045312,0.062038,0.017938,0.033500,0.047153,0.055000,0.057821,0.081075,0.064540,0.029169
50000.00,0.132340,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012781,0.030700,0.032300,0.014355,0.030875,0.042500,0.029229,0.045500,0.043730,0.049500,0.049500,0.044000,0.049900,0.048700,0.050000,0.050000,0.050225,0.050730,0.046450,0.047850,0.043410,0.052350,0.037500,0.054050,0.055554,0.043500,0.047770,0.046000,0.054227,0.056080,0.049357,0.059102,0.046850,0.063130,0.025400,0.039382,0.050222,0.057000,0.059857,0.082360,0.067572,0.035961
60000.00,0.146950,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014051,0.030700,0.032300,0.017339,0.032812,0.042500,0.030531,0.045500,0.044358,0.049500,0.049500,0.045000,0.049900,0.048917,0.050000,0.050000,0.050854,0.051442,0.046625,0.049375,0.044342,0.053208,0.037500,0.054625,0.056295,0.046250,0.049058,0.047500,0.054939,0.057983,0.052531,0.060918,0.047875,0.064228,0.030375,0.043819,0.053798,0.058333,0.061214,0.083217,0.070060,0.043301
70000.00,0.157386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014958,0.030700,0.032300,0.019471,0.034196,0.042500,0.032126,0.045500,0.044807,0.049500,0.049500,0.045714,0.049900,0.049071,0.050000,0.050000,0.051303,0.051950,0.046750,0.050464,0.045007,0.053821,0.037757,0.055036,0.056824,0.048929,0.051479,0.048571,0.055448,0.059343,0.054798,0.062216,0.048607,0.065267,0.033929,0.046988,0.056741,0.062143,0.062183,0.083829,0.071837,0.050176
80000.00,0.165212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015638,0.030700,0.032300,0.021069,0.035234,0.042500,0.033323,0.045500,0.045144,0.049500,0.049500,0.046250,0.049900,0.049188,0.050000,0.050000,0.051641,0.052331,0.046844,0.051281,0.045506,0.054281,0.038975,0.055344,0.057221,0.050937,0.053294,0.049375,0.055829,0.060362,0.056498,0.063189,0.049156,0.066046,0.037122,0.049364,0.059162,0.065000,0.062910,0.084288,0.073170,0.055529
90000.00,0.171506,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016167,0.030700,0.032300,0.022392,0.036042,0.042500,0.034254,0.045500,0.045406,0.049500,0.049500,0.046667,0.049900,0.049278,0.050000,0.050000,0.051903,0.052628,0.046917,0.051917,0.045894,0.054639,0.039922,0.055583,0.057530,0.052500,0.054706,0.050000,0.056542,0.061156,0.057820,0.063946,0.049583,0.066652,0.040075,0.051213,0.062066,0.067222,0.063476,0.084644,0.074207,0.059692
100000.00,0.178355,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016634,0.030700,0.032300,0.023841,0.036688,0.042500,0.034998,0.045500,0.045615,0.049500,0.049500,0.047000,0.049900,0.049350,0.050000,0.050000,0.052112,0.052865,0.046975,0.052425,0.046205,0.054925,0.040680,0.055775,0.057777,0.053750,0.055835,0.050500,0.057138,0.061790,0.058878,0.064551,0.049925,0.067137,0.042438,0.052771,0.064389,0.069000,0.064744,0.084930,0.075036,0.063023
110000.00,0.183959,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017186,0.030700,0.032300,0.025027,0.037216,0.042500,0.035608,0.045500,0.045786,0.049500,0.049500,0.047273,0.049900,0.049409,0.050000,0.050000,0.052284,0.053059,0.047250,0.052841,0.046459,0.055159,0.041300,0.055932,0.057979,0.054773,0.056759,0.051364,0.057625,0.062309,0.059744,0.065046,0.050204,0.067534,0.044370,0.054883,0.066290,0.070455,0.065995,0.085164,0.075715,0.065748
120000.00,0.188629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017645,0.030700,0.032300,0.026250,0.037656,0.042500,0.036202,0.045500,0.045929,0.049500,0.049500,0.047500,0.049900,0.049458,0.050000,0.050000,0.052427,0.053221,0.047479,0.053188,0.046671,0.055354,0.041817,0.056063,0.058148,0.055625,0.057529,0.052083,0.058031,0.062742,0.060465,0.065459,0.050437,0.067864,0.045981,0.056643,0.067874,0.071667,0.067037,0.085358,0.076280,0.068019
130000.00,0.192581,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.018034,0.030700,0.032300,0.027300,0.038029,0.042500,0.036879,0.045500,0.046050,0.049500,0.049500,0.047692,0.049900,0.049500,0.050000,0.050000,0.052548,0.053358,0.047769,0.053481,0.046850,0.055519,0.042254,0.056173,0.058290,0.056346,0.058181,0.052692,0.058375,0.063108,0.061076,0.065808,0.050634,0.068144,0.047344,0.058132,0.069215,0.072692,0.067919,0.085965,0.076758,0.069941
140000.00,0.195968,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.018367,0.030700,0.032300,0.028200,0.038348,0.042500,0.037459,0.045500,0.046154,0.049500,0.049500,0.047857,0.049900,0.049536,0.050000,0.050000,0.052652,0.053475,0.048107,0.053732,0.047004,0.055661,0.042629,0.056268,0.058412,0.056964,0.058739,0.053214,0.058670,0.063421,0.061599,0.066108,0.050803,0.068384,0.048512,0.059408,0.070364,0.073571,0.068674,0.086896,0.077169,0.071588
150000.00,0.198903,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.018656,0.030700,0.032300,0.028980,0.038625,0.042500,0.037962,0.045500,0.046243,0.049500,0.049500,0.048000,0.049900,0.049567,0.050000,0.050000,0.052742,0.053577,0.048400,0.053950,0.047137,0.055783,0.042953,0.056350,0.058518,0.057500,0.059223,0.053667,0.058925,0.063693,0.062052,0.066367,0.050950,0.068591,0.049525,0.060514,0.071359,0.074333,0.069330,0.087703,0.077524,0.073015
160000.00,0.201472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.018909,0.030700,0.032300,0.029662,0.038867,0.042500,0.038402,0.045500,0.046322,0.049500,0.049500,0.048125,0.049900,0.049594,0.050000,0.050000,0.052820,0.053666,0.048813,0.054141,0.047253,0.055891,0.043621,0.056422,0.058611,0.057969,0.059647,0.054063,0.059148,0.063931,0.062449,0.066594,0.051078,0.068773,0.050411,0.061482,0.072231,0.075000,0.069903,0.088409,0.078304,0.074264
170000.00,0.203738,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019132,0.030700,0.032300,0.030264,0.039081,0.042500,0.038790,0.045500,0.046391,0.049500,0.049500,0.048235,0.049900,0.049618,0.050000,0.050000,0.052890,0.053744,0.049176,0.054309,0.047356,0.055985,0.044579,0.056485,0.058692,0.058382,0.060021,0.054412,0.059346,0.064141,0.062799,0.066795,0.051191,0.068934,0.051193,0.062336,0.073000,0.075588,0.070408,0.089032,0.078992,0.075366
180000.00,0.210175,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019330,0.030700,0.032300,0.030800,0.039271,0.042500,0.039135,0.045500,0.046453,0.049500,0.049500,0.048333,0.049900,0.049639,0.050000,0.050000,0.052951,0.053814,0.049500,0.054458,0.047447,0.056069,0.045430,0.056542,0.058765,0.058750,0.060353,0.054722,0.059521,0.064328,0.063110,0.066973,0.051292,0.069076,0.051888,0.063095,0.073683,0.076111,0.071833,0.089586,0.079881,0.076346
190000.00,0.215955,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019508,0.030700,0.032300,0.031279,0.039441,0.042500,0.039443,0.045500,0.046508,0.049500,0.049500,0.048421,0.049900,0.049658,0.050000,0.050000,0.053007,0.053876,0.049789,0.054592,0.047529,0.056145,0.046191,0.056592,0.058830,0.059079,0.060650,0.055000,0.059678,0.064495,0.063389,0.067132,0.051381,0.069204,0.052509,0.063774,0.074294,0.076579,0.073237,0.090082,0.080940,0.077223
200000.00,0.221158,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019667,0.030700,0.032300,0.031710,0.039594,0.042500,0.039721,0.045500,0.046558,0.049500,0.049500,0.048500,0.049900,0.049675,0.050000,0.050000,0.053056,0.053932,0.050050,0.054713,0.047603,0.056212,0.046877,0.056637,0.058889,0.059375,0.060918,0.055250,0.059819,0.064645,0.063639,0.067276,0.051462,0.069319,0.053069,0.064386,0.074845,0.077000,0.074500,0.090527,0.081893,0.078011
210000.00,0.225864,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019905,0.030700,0.032300,0.032100,0.039732,0.042500,0.039973,0.045500,0.046602,0.049500,0.049500,0.048571,0.049900,0.049690,0.050000,0.050000,0.053101,0.053983,0.050286,0.054821,0.047669,0.056274,0.047497,0.056679,0.058941,0.059643,0.061160,0.055714,0.059946,0.064781,0.063866,0.067405,0.051536,0.069422,0.053575,0.065106,0.075342,0.077381,0.075643,0.090931,0.083231,0.078725
220000.00,0.230695,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020201,0.030700,0.032300,0.032454,0.039858,0.042500,0.040201,0.045500,0.046643,0.049500,0.049500,0.048636,0.049900,0.049705,0.050000,0.050000,0.053142,0.054030,0.050500,0.054920,0.048184,0.056330,0.048061,0.056716,0.058990,0.059886,0.061380,0.056136,0.060188,0.064905,0.064072,0.067523,0.051602,0.069517,0.054035,0.066124,0.075795,0.077727,0.076682,0.091298,0.084448,0.079374
230000.00,0.235883,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020470,0.030700,0.032300,0.032778,0.039973,0.042500,0.040410,0.045500,0.046680,0.049500,0.049500,0.048696,0.049900,0.049717,0.050000,0.050000,0.053179,0.054072,0.050696,0.055011,0.048654,0.056380,0.048576,0.056750,0.059034,0.060109,0.061580,0.056522,0.060549,0.065017,0.064260,0.067631,0.051663,0.069603,0.054455,0.067053,0.076208,0.078043,0.077631,0.091633,0.085559,0.079966
240000.00,0.240637,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020717,0.030700,0.032300,0.033075,0.040078,0.042500,0.040601,0.045500,0.046715,0.049500,0.049500,0.048750,0.049900,0.049729,0.050000,0.050000,0.053214,0.054110,0.050875,0.055094,0.049085,0.056427,0.049047,0.056781,0.059074,0.060312,0.061765,0.056875,0.060881,0.065121,0.064433,0.067730,0.051719,0.069682,0.054841,0.067905,0.076587,0.078333,0.078500,0.091940,0.086577,0.080510
250000.00,0.245012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020945,0.030700,0.032300,0.033348,0.040175,0.042500,0.040777,0.045500,0.046746,0.049500,0.049500,0.048800,0.049900,0.049740,0.050000,0.050000,0.053245,0.054146,0.051040,0.055170,0.049482,0.056470,0.049482,0.056810,0.059111,0.060500,0.061934,0.057200,0.061185,0.065216,0.064591,0.067820,0.051770,0.069755,0.055195,0.068689,0.076936,0.078600,0.079300,0.092222,0.087514,0.081009
260000.00,0.249050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.021154,0.030700,0.032300,0.033600,0.040264,0.042500,0.040939,0.045500,0.046775,0.049500,0.049500,0.048846,0.049900,0.049750,0.050000,0.050000,0.053274,0.054179,0.051288,0.055240,0.049848,0.056510,0.049882,0.056837,0.059145,0.060673,0.062090,0.057654,0.061467,0.065304,0.064738,0.067904,0.051817,0.069822,0.055522,0.069412,0.077257,0.079135,0.080039,0.092483,0.088379,0.081470
270000.00,0.252789,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.021349,0.030700,0.032300,0.033833,0.040347,0.042500,0.041090,0.045500,0.046802,0.049500,0.049500,0.048889,0.049900,0.049759,0.050000,0.050000,0.053301,0.054209,0.051519,0.055306,0.050187,0.056546,0.050253,0.056861,0.059177,0.060833,0.062235,0.058074,0.061727,0.065385,0.064873,0.067982,0.051861,0.069884,0.055825,0.070082,0.077555,0.079630,0.080722,0.092724,0.089180,0.081897
280000.00,0.256261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.021529,0.030700,0.032300,0.034050,0.040424,0.042500,0.041229,0.045500,0.046827,0.049500,0.049500,0.048929,0.049900,0.049768,0.050000,0.050000,0.053326,0.054237,0.051732,0.055366,0.050502,0.056580,0.050598,0.056884,0.059206,0.060982,0.062370,0.058464,0.061969,0.065461,0.064999,0.068054,0.051902,0.069942,0.056106,0.070704,0.077832,0.080089,0.081357,0.092948,0.089924,0.082294
290000.00,0.259493,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.021697,0.030700,0.032300,0.034252,0.040496,0.042500,0.041359,0.045500,0.046850,0.049500,0.049500,0.048966,0.049900,0.049776,0.050000,0.050000,0.053349,0.054264,0.051931,0.055422,0.050795,0.056612,0.050919,0.056905,0.059233,0.061121,0.062495,0.058828,0.062194,0.065531,0.065117,0.068121,0.052673,0.069996,0.056368,0.071283,0.078089,0.080517,0.081948,0.093157,0.090616,0.082663
300000.00,0.262510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.021854,0.030700,0.032300,0.034440,0.040562,0.042500,0.041481,0.045500,0.046872,0.049500,0.049500,0.049000,0.049900,0.049783,0.050000,0.050000,0.053371,0.054288,0.052117,0.055475,0.051068,0.056642,0.051218,0.056925,0.059259,0.061250,0.062612,0.059167,0.062404,0.065597,0.065226,0.068184,0.053467,0.070046,0.056612,0.071824,0.078330,0.080917,0.082500,0.093352,0.091262,0.083008
310000.00,0.265332,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022000,0.030700,0.032300,0.034616,0.040625,0.042500,0.041594,0.045500,0.046892,0.049500,0.049500,0.049032,0.049900,0.049790,0.050000,0.050000,0.053391,0.054311,0.052290,0.055524,0.051324,0.056669,0.051498,0.056944,0.059283,0.061371,0.062721,0.059484,0.062601,0.065658,0.065329,0.068242,0.054210,0.070093,0.056841,0.072330,0.078555,0.081290,0.083016,0.093534,0.091866,0.083330
320000.00,0.267978,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022138,0.030700,0.032300,0.034781,0.040684,0.042500,0.041701,0.045500,0.046911,0.049500,0.049500,0.049063,0.049900,0.049797,0.050000,0.050000,0.053410,0.054333,0.052453,0.055570,0.051564,0.056695,0.051761,0.056961,0.059305,0.061484,0.062823,0.059781,0.062785,0.065716,0.065424,0.068297,0.054907,0.070137,0.057055,0.072804,0.078765,0.081641,0.083500,0.093705,0.092433,0.083861
330000.00,0.270464,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022267,0.030700,0.032300,0.034936,0.040739,0.042500,0.041801,0.045500,0.046929,0.049500,0.049500,0.049091,0.049900,0.049803,0.050000,0.050000,0.053428,0.054353,0.052606,0.055614,0.051789,0.056720,0.052007,0.056977,0.059326,0.061591,0.062920,0.060061,0.062959,0.065770,0.065515,0.068349,0.055561,0.070178,0.057257,0.073249,0.078963,0.081970,0.083955,0.093865,0.092965,0.084441
